日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
2/14,JAVA軟體工程師,裕融企業股份有限公司,台北市大安區敦化南路二段2號15樓,"40,000",1.系統開發與維護。2.具責任感、服務熱忱及學習力佳、穩定性高者。,台北市大安區,1年以上,專科,上市上櫃,720ti,www.104.com.tw/job/720ti?jobsource=jolist_d_relevance
2/17,Flutter軟體工程師,巨兆數位有限公司,台中市西屯區市政路500號,"35,000",1. 使用 Flutter 開發相關產品APP2. 與視覺美術配合切版完成操作介面3. 與後端配合串接操作畫面所需API4. 具獨立開發APP、上架之能力. 必需熟悉電腦網路TCP/IP6. 俱有團隊開發能力，熱愛技術研究分享者尤佳,台中市西屯區,1年以上,高中,員工20人,7bijw,www.104.com.tw/job/7bijw?jobsource=jolist_d_relevance
2/16,軟體工程師　★ 無經驗可，歡迎應屆畢業、屆退人才主動應徵 ★,印能科技股份有限公司,苗栗縣竹南鎮科東三路6號3號,"32,000",1. 軟體撰寫與維護﹙設備動作控制、通訊控制等﹚2. 新產品開發﹙規格討論、軟體撰寫等﹚3. 軟體手冊撰寫– 具備 .Net 語言專長﹙VB 或 C#﹚– 無經驗可，願意接受學習挑戰– 依相關學經歷從優核敘　,苗栗縣竹南鎮,經歷不拘,大學,員工70人,7h1zw,www.104.com.tw/job/7h1zw?jobsource=jolist_d_relevance
2/14,RD_PC軟體工程師,易發精機股份有限公司,桃園市中壢區自強四路3之2號,待遇面議,1.PC程式開發及測試、程控架構及畫面規劃、操作流程規劃2.機台操作流程規劃及防錯設計3.技術資料的編撰及蒐集驗證4.配合客戶CIM需求＆SECS/GEM協定開發軟體.依機台需求進行『通信程式、伺服控制』開發,桃園市中壢區,經歷不拘,專科,員工220人,6v4ar,www.104.com.tw/job/6v4ar?jobsource=jolist_c_relevance
2/16,Front-end developer 前端軟體工程師 (React.js),大括號科技股份有限公司,高雄市新興區民生一路56號15樓之8,"38,000","職責- 開發可擴展且高效的前端。- 使用 ReactJS 和 Redux 前端應用程式。- 參與分析、身分辨識、執行等相關技術的需求。- 參與安全和人工智慧等技術研發和實作。- 將現有的應用程式提升。- 於敏捷式的工作環境中，小型團隊每日快速會議和工作回顧。需求- 使用 ReactJS、HTML、CSS 和 Material UI 的經驗。- 熟悉 Agile/Scrum 和 CI/CD 方法。- AWS (或其他雲端平台) 的經驗。- 了解行動應用程式開發或其他 Web 框架。- 了解 Git 或相關版本控制概念。- 良好的溝通及表達能力。- 快速學習技術和開發實作及框架。Role & Responsibilities- Participating in technical requirement analysis, identifying requirements related to people, process, and technology.- Develop the frontend applications using ReactJs and Redux.- Participating in R&D and actual implementation on new technologies involved in security and AI.- Develop scalable and high efficiency frontend. - Learn new technologies and evolve our existing applications to the next level.- Work in an agile environment with daily standup in a small size team.Requirements- Experience wit and ReactJs, HTML, CSS and Material UI.- Knowledge in mobile app development or other web frameworks is an advantage.- Familiar with Agile/Scrum and CI/CD methodology.- Hands-on experience with AWS (or other cloud platform) is a plus.- Knowledge in Git or related version control concepts.- Strong written and verbal communication and interpersonal skills.- Quick learner to technology and development practices/framework.",高雄市新興區,2年以上,高中,員工15人,7g19p,www.104.com.tw/job/7g19p?jobsource=jolist_c_relevance
1/06,前端軟體工程師,智通聯網科技股份有限公司,新竹市新竹科學園區展業一路9號5樓之3,待遇面議,1.	網路系統軟體前端功能模組實作、Web GUI技術更新等。2.	開發新一代SDN/NFV架構並納入現有的EMS/NMS網路管理系統。,新竹市,經歷不拘,大學,員工71人,3c4jk,www.104.com.tw/job/3c4jk?jobsource=jolist_c_relevance
2/09,研發替代役 - 軟體工程師,鴻璟科技股份有限公司,新竹市科學工業園區力行一路1號1樓 C6,待遇面議,研發企業級 Deep Packet Inspection 內容管理引擎。研發 Pattern-Match 晶片 Linux 驅動程式。研發 Embedded System 網路程式及測試工具。研讀 Networking 通訊協定。研讀網路攻擊防禦相關報告。參與專案管理與功能規劃 (英、日語精通者佳)。,新竹市,經歷不拘,碩士,員工50人,2qq8o,www.104.com.tw/job/2qq8o?jobsource=jolist_c_relevance
2/10,軟體工程師(台南),和心電子股份有限公司,台南市新市區(南科駐廠人員),"40,000",1.負責軟體之分析、設計以及程式撰寫。2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。3.進行軟體之測試與修改。4.規劃、執行與維護量產的產品。.協助研發軟體新技術與新工具。,台南市新市區,1年以上,專科,員工260人,6q3mf,www.104.com.tw/job/6q3mf?jobsource=jolist_c_relevance
2/15,後端軟體工程師,微巨行動科技股份有限公司,台北市中山區長春路220號7樓之1,"60,000",1. 以Java語言開發數位票卡後端軟體2. 熟Spring MVC、hibernate3. 熟MySQL資料庫4. 熟Linux、CentOS作業系統. 熟AWS管理尤佳,台北市中山區,3年以上,大學,,7fqwp,www.104.com.tw/job/7fqwp?jobsource=jolist_c_relevance
2/15,Web App 前端軟體工程師,奈堤科技股份有限公司,台北市內湖區洲子街12號3樓,"48,000","1. 月薪 48,000 以上。2. 開發美國/歐洲K-12教育相關（學生/老師使用）之網路軟體及雲端服務。3. 使用前端技術開發以網路為基礎的應用程式（Web-based application）。4. 負責軟體之撰寫、修改與測試。.",台北市內湖區,1年以上,專科,員工20人,6zlil,www.104.com.tw/job/6zlil?jobsource=jolist_c_relevance
2/14,Java軟體工程師(湖口本部-RD8),居易科技股份有限公司,新竹縣湖口鄉復興路26號(近明新科技大學),待遇面議,"1.Java based Server Development.2. Web UI development.3.Cloud computing Development.~你與妳的加入將會為我們帶來更多精彩~在這裡,將會得到持續成長的環境與自由空間持續提升的個人素質和技能;持續展現自我價值和工作理想",新竹縣湖口鄉,經歷不拘,大學,上市上櫃,5jtj5,www.104.com.tw/job/5jtj5?jobsource=jolist_c_relevance
2/17,資訊部-軟體工程師,優你康光學股份有限公司,新竹市工業東九路16號,"35,000",1. 生產製造系統導入與維護 (有鼎新WIP經驗者佳)2. 具程式撰寫經驗 (有C#經驗者佳)3. 生產報表開發與維護4. 具系統分析、問題溝通與解決能力(有鼎新TIPTOP經驗者佳). 排除使用端問題※具服務熱忱與責任感，良好的溝通協調與團隊合作能力,新竹市,2年以上,大學,員工790人,53kie,www.104.com.tw/job/53kie?jobsource=jolist_c_relevance
2/04,軟體工程師(新竹),全景軟體股份有限公司,新竹縣寶山鄉新竹科學園區園區二路48號2樓,待遇面議,1. 負責軟體之設計開發、優化與測試。2. 熟悉至少一種程式語言如：C/C++、JAVA、Go Lang、C#、Javascript...或其他。3. 對學習新技術、新程式語言有熱忱。4. (加分)具網路安全、密碼學相關知識。. (加分,新竹縣寶山鄉,經歷不拘,大學,員工150人,78n5q,www.104.com.tw/job/78n5q?jobsource=jolist_c_relevance
2/17,軟體工程師 (Software Engineer) (近鳳山) (需有經驗),小麥購物_小麥貿易有限公司,高雄市鳥松區美山路15號,"35,000","薪資部分為 考核期35000元通過考核期 , 表現穩定則薪水調至45000元若您已經有作品 有經驗  起薪薪資可再提升。官網: https://www.dmai.com.tw/小麥購物蝦皮商城: https://shopee.tw/m782162002粉絲團 https://www.facebook.com/damailife/小麥人須具備特別5大特質擁有有下面5大人格特質，如果是你希望的，我們很期待您的加入!1.意志力-越挫越勇2.認真-學習上進心3.樂觀-保有正能量4.好奇-吸收新知.勇敢-講真話，是需要勇氣工作內容1.寫公司網站後台購物車模組2.寫公司出貨需求的系統3.公司內部使用的訂餐系統寫任何老闆交代的系統本部門為公司新成立的部門若您為資深有經驗 甚至已有作品者薪資可談。【優渥薪資】➟助理表現量優良，經主管考核，可升等""專員""即可參加公司紅利機制，每月約1000~5000不等。(看個人努力與表現)。➟1年2次調整底薪，每次調薪約1000~5000不等。(需經依照公司營運狀況與主管考核通過)【優質福利與獎金】➟端午節獎金、中秋節獎金、年終獎金➟生日獎金、專員生日假1天➟每月專員、助理獎金、每月團隊獎金➟每月租屋或水電補貼➟臨時獎金(99購物節、雙11購物節、雙12購物節)➟定期聚餐(碳佐麻里、海港..之類的➟年度尾牙(員工不需表演)【備註】1.如果想短暫嘗試心態，請勿投履歷。2.(重要)面試請帶個人履歷。",高雄市鳥松區,2年以上,大學,員工80人,7daf3,www.104.com.tw/job/7daf3?jobsource=jolist_c_relevance
2/14,[S2132]資訊軟體工程師,森崴能源股份有限公司,新北市土城區中央路四段49號,待遇面議,[工作內容]1. NET應用程式開發與維護。2. Web API 設計、開發與串接。3. 電子表單程式開發與維運。4. 資訊安全相關系統開發。. 系統性能優化與除錯。6. 與管理團隊緊密合作，以確保軟體開發與需求相符。[必備條件,新北市土城區,1年以上,大學,員工98人,6r507,www.104.com.tw/job/6r507?jobsource=jolist_c_relevance
2/09,Network OS (NOS) 軟體開發工程師,優達科技股份有限公司,新北市土城區忠承路109號3樓,待遇面議,1. 現有NOS功能修改與維護2. 客戶問題與功能回饋處理3. NOS市場發展趨勢研究4. 先期NOS開發與評估,新北市土城區,1年以上,大學,員工150人,7iueo,www.104.com.tw/job/7iueo?jobsource=jolist_c_relevance
2/12,APP軟體工程師(iOS Developer),翔睿德股份有限公司,台北市士林區中山北路六段7號3樓,"35,000",【工作內容】1. 負責iOS行動裝置軟體之設計與程式撰寫。2. 配合UI/UX設計，製作靈活的App介面。3. 使用Git版本管控環境，支援團隊完成專案開發。4. 配合軟、硬體團隊共同開發，串接API、資料庫...等。【專長要求】1,台北市士林區,經歷不拘,專科,員工18人,7hnjs,www.104.com.tw/job/7hnjs?jobsource=jolist_c_relevance
2/14,iOS軟體工程師(AP001),祐安資訊有限公司,台北市松山區復興北路191號5F-1,待遇面議,+ 具備 Objective-C 或 Swift 實務經驗+ 具備 Xcode 實務經驗+ 熟悉 Autolayout 並能使用 Interface Builder 進行介面開發+ 具備 JSON、XML等Web Service及串接Web API 實務經驗+ 具備 Foundation 及 Cocoa Touch Framework 實務經驗+ 工作態度積極、負責，重視團隊溝通合作 + 不當獨行俠，行有餘力時會主動支援及協助加分++ 有 APP 上架經驗或有作品在 APP Store++ 有使用 Objective-C 或 Swift 開發的開源程式碼專案可供參考 ++ 有撰寫 Unit Test 經驗 ++ 重視程式碼效能++ 對程式碼品質有龜毛要求，簡潔易懂、維護沒煩惱 ++ 熱愛學習及挑戰新技術++ 有個人技術相關 Blog 可供參考大大大加分+++ 使用過 Docker 等 Container 相關技術 +++ 熟悉 CI/CD 流程及架設經驗 +++ 熟悉 Git、GitHub+++ 有個人 Side Project 可供參考+++ 有使用雲端平台經驗，Google Cloud Platform (GCP)、 Amazon Web Service (AWS)、 Microsoft Azure (Azure)任一即可+++ 熟悉敏捷式開發(Agile)，有採用 Scrum 實戰專案經驗 ,台北市松山區,1年以上,專科,員工60人,6704f,www.104.com.tw/job/6704f?jobsource=jolist_c_relevance
2/08,軟體工程師(薪優),"Ri Connect, Inc._振鈺數位服務股份有限公司",台中市北屯區文心路三段447號31F〈環球巨星大樓〉,"60,000",【工作內容】1. 與團隊共同討論系統功能、架構、使用體驗。2. RESTful API設計、開發。3. 優化產品效能及速度。4. 撰寫系統設計或應用程式相關文件。. 執行Unit Test和Code Review。6. 問題追蹤處理 (Bug tracking)與維護紀錄。【條件】1. RESTful API開發經驗。2. 關聯式資料庫設計經驗。3. React / Java開發經驗。4. 熟悉GitHub操作。【工作地點】台中市or台北市(可居家辦公),台中市北屯區,3年以上,大學,距捷運文心中清站260公尺,7ayee,www.104.com.tw/job/7ayee?jobsource=jolist_c_relevance
2/16,資深軟體工程師主管,鈦隼生物科技股份有限公司,新竹縣竹北市生醫五路66-1號,待遇面議,1. 領導團隊進行現有軟體之測試與驗證。2. 管理整個軟體開發專案之流程（如：前置規劃、流程分析、解決方案評估、系統分析、系統設計、系統開發、資料驗證、系統測試、使用者測試）。3. 了解相關單位對於資訊化之需求，思考合適之解決方案，協助整體資,新竹縣竹北市,5年以上,碩士,員工29人,7isod,www.104.com.tw/job/7isod?jobsource=jolist_c_relevance
2/15,軟體工程師,鈺強科技有限公司,台中市烏日區光明路331之5號,"35,000","【工作內容】以Labview,C或C++編寫設計好的程式和測試程式為主如:以指定函式庫的功能編寫一圖形顯示及重整的程式,並以運行時間比較舊有寫法的效能與擴充性已知某形態學功能流程下給予圖像點座標、罩遮及目標結果以指定函式庫寫出對應的程式,並以運行時間比較舊有寫法的效能編寫對某測試結果的統計分析並以圖表顯示按規定好的封包格式提取資料並編寫事件觸發收到事件觸發時按規定好的封包格式發送資料會按能力與意願分配編寫視覺程式開發或韌體、PLC程式的開發亦會直接參與測試設計討論,由運作架構分析及改良程式的效能104系統中列舉的科系要求、擅長工具、工作技能、證照都只是方便求職者搜尋的索引而非實際要求,本職位要求的技能請參照【必要條件】中所列項目有興趣的求職者請於回覆/聯繫中列明下列【必要條件】中的熟悉度與【加分但非必要項目】的有無",台中市烏日區,經歷不拘,專科,,7bmfr,www.104.com.tw/job/7bmfr?jobsource=jolist_c_relevance
